provincia,departamento,nombre,tematica_principal,tipo_de_gestion,mes_de_realizacion,duracion_dias,cantidad_aprox_de_asistentes,tipo_entrada,ultimo_ano_de_realizacion,mes_num
Formosa,Pirane,Festival del Inmigrante,Otra,,Septiembre,3,11556,,2022,9.0
Formosa,Pirane,Estudiantina,Otra,,Septiembre,3,11556,,2022,9.0
Jujuy,El Carmen,Festival de la Pachamama,Pueblos Indígenas/Originarios,Público,Julio,3,50000,Gratuita,2022,7.0
Jujuy,Dr. Manuel Belgrano,Festival Amiguito festejemos juntos nuestro día ,Otra,Privado,Agosto,3,1,Gratuita,2022,8.0
Jujuy,Dr. Manuel Belgrano,FESTIVAL DEL AGRICULTOR ,Artística,Privado,Diciembre,3,1100,Gratuita,2022,12.0
Jujuy,El Carmen,Festival de la Diversidad Cultural,Artística,Público,Septiembre,3,20000,Gratuita,2022,9.0
Jujuy,San Antonio,ENCUENTRO DE PAISANAS Y  GAUCHOS,Tradicionales,Privado,Enero,3,11556,Gratuita,2023,1.0
Jujuy,Santa Barbara,Peña Carnavalera,Expresiones del carnaval,Público,Enero,3,1000,Gratuita,2023,1.0
Jujuy,Dr. Manuel Belgrano,Festival Nacional de la Pachamama,Pueblos Indígenas/Originarios,Público,Agosto,3,40000,Gratuita,2022,8.0
Jujuy,Dr. Manuel Belgrano,Encuentro de comparsas,Expresiones del carnaval,Público,Febrero,3,1000,Gratuita,2023,2.0
Jujuy,Cochinoca,Encuentro de la Copla y el Contrapunto en Carnaval,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Jujuy,Susques,Carnaval Susqueño,Expresiones del carnaval,Público,Febrero,3,3500,Gratuita,2023,2.0
Jujuy,Yavi,FESTIVAL FOLCLORICO ANIVERSARIO CIUDAD FRONTERIZA DE LA QUIACA,Cívico / Histórica,Público,Febrero,3,5100,Gratuita,2023,2.0
Jujuy,Susques,"Fortín Carnavalero  ""A PURO TALCO Y SERPENTINA""",Expresiones del carnaval,Privado,Marzo,3,3500,Gratuita,2023,3.0
Jujuy,Ledesma,Festival del Tomate,Productiva,Público,Octubre,3,6500,Paga,2022,10.0
Jujuy,Humahuaca,TANTANAKUY EN LOS CARNAVALES,Expresiones del carnaval,Privado,Febrero,3,2000,Gratuita,2023,2.0
Jujuy,Ledesma,desentierro del carnaval,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Jujuy,San Antonio,Carnaval para todxs,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Jujuy,Dr. Manuel Belgrano,Día Nacional del Gaucho y Aniversario de la Institución,Tradicionales,Privado,Diciembre,3,11556,Paga,2023,12.0
Jujuy,Santa Catalina,Festividad en Honor a la Virgen de Canchillas,Religiosa / de Culto,Público,Agosto,3,1000,Gratuita,2022,8.0
Jujuy,Santa Catalina,FESTIVAL POR NUESTRA CULTURA - 477 AÑOS DEL PUEBLO DE SANTA CATALINA,Artística,Público,Noviembre,3,1000,Gratuita,2022,11.0
Jujuy,Tumbaya,"""Canto al ALBA ""Encuentros de copleros y topamiento de comparsas",Expresiones del carnaval,Público,Febrero,3,550,Gratuita,2023,2.0
Jujuy,Palpala,Festival del Acero,Artística,Público,Octubre,3,30000,Paga,2022,10.0
Jujuy,Tumbaya,Aniversario N°35,Tradicionales,Privado,Mayo,3,11556,Gratuita,2023,5.0
Jujuy,Tilcara,Carnaval Caprichoso,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Jujuy,San Pedro,Carnaval (Corsos) en San Pedro,Expresiones del carnaval,Privado,Febrero,3,11556,Gratuita,2023,2.0
Jujuy,Cochinoca,Aniversario Ciudad de Abra Pampa ,Cívico / Histórica,Público,Agosto,3,15000,Paga,2022,8.0
Jujuy,Cochinoca,Festival del Huancar,Folclórico,,Enero,3,11556,,2023,1.0
Jujuy,Valle Grande,Carnaval de Pampichuela,Expresiones del carnaval,Público,Febrero,3,2000,Gratuita,2023,2.0
Jujuy,Tumbaya,Reviviendo culturas,Expresiones del carnaval,Público,Febrero,3,5000,Gratuita,2023,2.0
Jujuy,Humahuaca,Desarrollo del Carnaval,Expresiones del carnaval,Privado,Febrero,3,3500,Gratuita,2023,2.0
Jujuy,Cochinoca,Festival de la Manzana,Productiva,,Abril,3,11556,,,4.0
Jujuy,El Carmen,Dia Grande de Perico,Cívico / Histórica,,Abril,3,11556,,,4.0
Jujuy,Dr. Manuel Belgrano,Batalla de león,Cívico / Histórica,,Abril,3,11556,,,4.0
Jujuy,Dr. Manuel Belgrano,Ciclo de la Musica,Artística,,Abril,3,1100,,,4.0
Jujuy,Dr. Manuel Belgrano,Serenata a la Ciudad de San Salvador de Jujuy,Cívico / Histórica,,Abril,3,11556,,,4.0
Jujuy,Dr. Manuel Belgrano,Festival de la Cabeza Guateada,Artística,,Abril,3,1100,,,4.0
Jujuy,Humahuaca,Fiesta Patronal San Francisco de Paula,Religiosa / de Culto,,Abril,3,11556,,,4.0
Jujuy,Santa Barbara,Fiestas Patronales   en Honor  a la Virgen del Valle,Religiosa / de Culto,,Abril,3,11556,,,4.0
Jujuy,Santa Barbara,Festival Provincial de la Humita,Gastronómica,,Abril,3,11556,,,4.0
Jujuy,Tumbaya,Batalla de Volcan ,Cívico / Histórica,,Abril,3,11556,,,4.0
Jujuy,Valle Grande,Festividad de Pascuas,Religiosa / de Culto,,Abril,3,11556,,,4.0
Jujuy,Yavi,Festival de la Pialada Intermedia,Tradicionales,,Abril,3,11556,,,4.0
Jujuy,Cochinoca,Fiesta en Honor a la Virgen de la Asuncion,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,El Carmen,Fiesta Patronal Honor a San Roque,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,Serenata a la Niña Yolanda,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,Exodo Jujeño,Cívico / Histórica,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,Festival los Hornitos,Folclórico,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,Fiesta Patronal en Honor a San Salvador,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,Toreo de la Vincha,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Humahuaca,Fiesta Patronal a la Virgen de la asuncion del Cielo,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Ledesma,Fiesta Patronal en Honor a San Cayetano,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Ledesma,Fiesta Patronal  Honor a San Lorenzo,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Ledesma,Serenata del libertador,Cívico / Histórica,,Agosto,3,11556,,,8.0
Jujuy,Palpala,Celebracion de San Cayetano,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,San Pedro,Fiesta Patronal Honor a San Roque,Religiosa / de Culto,,Agosto,3,7800,,,8.0
Jujuy,Santa Barbara,Aniversario del Pueblo,Cívico / Histórica,Público,Agosto,3,11556,,,8.0
Jujuy,Santa Barbara,Festival del Citrus,Productiva,,Agosto,3,11556,,,8.0
Jujuy,Santa Barbara,Fiesta Patronal Honor a San Roque,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Tumbaya,Fiesta Patronal   Honor a la Virgen de las Nieves,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Tumbaya,Fiesta Patronal en Honor a Santa Rosa de Lima,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Valle Grande,Fiesta Patronal Santa Rosa de Lima,Religiosa / de Culto,,Agosto,3,11556,,,8.0
Jujuy,Valle Grande,Encuentro de Culturas Andinas de las Yungas,Pueblos Indígenas/Originarios,,Agosto,3,11556,,,8.0
Jujuy,Valle Grande,Pachamama,Pueblos Indígenas/Originarios,,Agosto,3,11556,,,8.0
Jujuy,Yavi,Pachamama,Pueblos Indígenas/Originarios,,Agosto,3,11556,,,8.0
Jujuy,Yavi,Manca Fiesta del Huancar,Pueblos Indígenas/Originarios,,Agosto,3,11556,,,8.0
Jujuy,Dr. Manuel Belgrano,EXPO FERIA Y FESTIVAL ANUAL TUPAJ KATARI (SEMANA DE LOS DD.HH.),Artística,Privado,Diciembre,3,1100,Gratuita,2022,12.0
Jujuy,Dr. Manuel Belgrano,Fiesta en Honor a la Inmaculada Concepcion,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,Dr. Manuel Belgrano,Fiesta Patronal en Honor a la Virgen de la Inmaculada Concepcion,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,Humahuaca,Fiesta Patronal en Honor a la Virgen de Santa Barbara,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,San Antonio,Festival del Quesillo,Gastronómica,,Diciembre,3,11556,,,12.0
Jujuy,San Pedro,Cena Fin de año azucarero,Productiva,,Diciembre,3,11556,,,12.0
Jujuy,San Pedro,Fiesta Patronal en Honor a la Virgen del Valle del Chaguaral,Religiosa / de Culto,,Diciembre,3,7800,,,12.0
Jujuy,Santa Barbara,Serenata a Santa Barbara,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,Santa Barbara,Fiesta Provincial del Gaucho,Tradicionales,,Diciembre,3,11556,,,12.0
Jujuy,Tumbaya,Fiesta Patronal en Honor a la Virgen del Valle,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,Yavi,Fiesta Patronal en Honor a la Virgen de Santa Barbara,Religiosa / de Culto,,Diciembre,3,11556,,,12.0
Jujuy,Dr. Manuel Belgrano,Encuentro de Pesebres,Religiosa / de Culto,,Enero,3,11556,,,1.0
Jujuy,Dr. Manuel Belgrano,Santa Anita,Religiosa / de Culto,,Enero,3,11556,,,1.0
Jujuy,Ledesma,Lunas de Ledesma,Artística,,Enero,3,11556,,,1.0
Jujuy,Santa Barbara,"Festival del Caballo Criollo, Coleto y Guardamonte",Tradicionales,,Enero,3,11556,,,1.0
Jujuy,Susques,Fiesta Patronal en Honor a la Virgen de Belen,Religiosa / de Culto,,Enero,3,11556,,,1.0
Jujuy,Tilcara,Chayada de Mojones,Folclórico,,Enero,3,11556,,,1.0
Jujuy,Tumbaya,Festival del Queso y la Cabra,Gastronómica,,Enero,3,11556,,,1.0
Jujuy,Tumbaya,Encuentro de Copleros,Folclórico,,Enero,3,11556,,,1.0
Jujuy,Cochinoca,Aniversario del pueblo de Puesto del Marquez,Cívico / Histórica,Público,Febrero,3,15000,,,2.0
Jujuy,El Carmen,Festival Jorge Cafrune,Folclórico,,Febrero,3,11556,,,2.0
Jujuy,Dr. Manuel Belgrano,Carnaval de los Tekis y Carnavalodromo,Expresiones del carnaval,,Febrero,3,1000,,,2.0
Jujuy,Dr. Manuel Belgrano,Corsos Capitalinos,Expresiones del carnaval,,Febrero,3,1000,,,2.0
Jujuy,Humahuaca,Festival de la Chicha y la Copla,Folclórico,,Febrero,3,11556,,,2.0
Jujuy,Humahuaca,Patronal Ntra. Sra. de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,,2.0
Jujuy,Humahuaca,Carnaval (Bajada de los diablos),Expresiones del carnaval,,Febrero,3,2750,,,2.0
Jujuy,Ledesma,Corsos en Yuto,Expresiones del carnaval,,Febrero,3,11556,,,2.0
Jujuy,San Pedro,Fiesta Arete Guasu,Pueblos Indígenas/Originarios,,Febrero,3,11556,,,2.0
Jujuy,San Pedro,Jueves de Comadres,Expresiones del carnaval,,Febrero,3,11556,,,2.0
Jujuy,Santa Catalina,Fiesta de la Virgen del Perpetuo Socorro,Religiosa / de Culto,,Febrero,3,1000,,,2.0
Jujuy,Santa Catalina,Patronal Ntra. Sra. de la Candelaria,Religiosa / de Culto,,Febrero,3,1000,,,2.0
Jujuy,Tilcara,Carnaval en Huacalera,Expresiones del carnaval,,Febrero,3,11556,,,2.0
Jujuy,Tilcara,Festival del Choclo,Gastronómica,,Febrero,3,11556,,,2.0
Jujuy,Tilcara,Fiesta Patronal en Honor a la Virgen de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,,2.0
Jujuy,Tumbaya,Festival Bajo el Nevado del Chañi,Folclórico,,Febrero,3,11556,,,2.0
Jujuy,Tumbaya,Bajada de la Virgen de Punta Corral,Religiosa / de Culto,,Febrero,3,11556,,,2.0
Jujuy,Tumbaya,Carnaval en Tumbaya,Expresiones del carnaval,,Febrero,3,2775,,,2.0
Jujuy,Tumbaya,Fiesta en Honor a la Virgen de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,,2.0
Jujuy,Valle Grande,Festival de la Chicha y la Copla,Folclórico,,Febrero,3,11556,,,2.0
Jujuy,Valle Grande,Festival de la Copla y la Pialada,Folclórico,,Febrero,3,11556,,,2.0
Jujuy,Yavi,Carnaval,Expresiones del carnaval,,Febrero,3,11556,,,2.0
Jujuy,Cochinoca,Fiesta Patronal en Quera  ,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,Cochinoca,Fiesta Patronal   Honor a San Santiago,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,El Carmen,Fiesta Patronal   Honor a la Virgen del Carmen,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,Dr. Manuel Belgrano,Festival de la Empanada,Gastronómica,,Julio,3,11556,,,7.0
Jujuy,Rinconada,Fiesta Patronal   Nuestra Señora del  Carmen,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,San Pedro,ESTUDIANTINA DE INVIERNO,Religiosa / de Culto,Privado,Julio,3,7800,Gratuita,2022,7.0
Jujuy,Susques,Fiesta Patronal Nuestra Señora del Carmen,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,Valle Grande,Fiesta Patronal   Honor a San Santiago,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,Valle Grande,Fiesta Patronal   Honor a Santa ana,Religiosa / de Culto,,Julio,3,11556,,,7.0
Jujuy,Ledesma,Festividad Virgen de Guadalupe,Religiosa / de Culto,,Junio,3,11556,,,6.0
Jujuy,San Pedro,Fiesta Patronal  en Honor a San Pedro Apostol,Religiosa / de Culto,,Junio,3,7800,,,6.0
Jujuy,El Carmen,Fiesta Patronal en Honor a San Jose,Religiosa / de Culto,,Marzo,3,11556,,,3.0
Jujuy,El Carmen,Corso de la Micro Region,Expresiones del carnaval,,Marzo,3,11556,,,3.0
Jujuy,Dr. Manuel Belgrano,Festival de la Cerveza artesanal y la Pizza Jujeña,Gastronómica,,Marzo,3,11556,,,3.0
Jujuy,Humahuaca,"Fiesta de la Caja, la Copla y la Quena",Folclórico,,Marzo,3,11556,,,3.0
Jujuy,Ledesma,Festival de la Madera O Carpintero,Productiva,,Marzo,3,6500,,,3.0
Jujuy,Tilcara,"Festival del Durazno, la Humita y el Folclore",Gastronómica,,Marzo,3,11556,,,3.0
Jujuy,Tilcara,Hermitas,Religiosa / de Culto,,Marzo,3,11556,,,3.0
Jujuy,Tumbaya,Festival San Jose,Religiosa / de Culto,,Marzo,3,11556,,,3.0
Jujuy,Yavi,Festival de la Quinoa,Productiva,,Marzo,3,11556,,,3.0
Jujuy,Yavi,Fiesta Patronal   en Honor a San Jose,Religiosa / de Culto,,Marzo,3,11556,,,3.0
Jujuy,Cochinoca,Aniversario Comunidad aborigen de Tres Pozos   Cochinoca,Cívico / Histórica,Público,Mayo,3,15000,,,5.0
Jujuy,El Carmen,Fiesta Patronal en Honor a San Isidro Labrador,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Jujuy,Dr. Manuel Belgrano,Fiesta de la Danza,Artística,,Mayo,3,1100,,,5.0
Jujuy,Dr. Manuel Belgrano,Jujuy Jazz Festival,Artística,,Mayo,3,1100,,,5.0
Jujuy,Humahuaca,Festival de la Mineria,Productiva,,Mayo,3,11556,,,5.0
Jujuy,Humahuaca,Dia de la Santa Cruz,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Jujuy,Humahuaca,Serenata a la Santa Cruz y San Francisco de Paula,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Jujuy,Ledesma,Fiesta Patronal   Maria auxiliadora y San Francisco Labrador,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Jujuy,Santa Catalina,Serenata a la Santa Cruz y Virgen del Milagro,Religiosa / de Culto,,Mayo,3,1000,,,5.0
Jujuy,Susques,Festival de la Llama y el Tinkal,Gastronómica,,Mayo,3,11556,,,5.0
Jujuy,Tilcara,Fiesta Patronal en Honor a San Isidro Labrador,Religiosa / de Culto,,Mayo,3,11556,,,5.0
Jujuy,Yavi,Aniversario de la Comunidad Aborigen de Escaya,Cívico / Histórica,Público,Mayo,3,5100,,,5.0
Jujuy,El Carmen,Festival del Pejerrey,Productiva,,Noviembre,3,11556,,,11.0
Jujuy,Dr. Manuel Belgrano,Autonomia Politica de Jujuy,Cívico / Histórica,,Noviembre,3,11556,,,11.0
Jujuy,Dr. Manuel Belgrano,Festival Milongueros y Milongueras,Folclórico,,Noviembre,3,11556,,,11.0
Jujuy,Palpala,1º Colada del Arrabio,Productiva,,Noviembre,3,11556,,,11.0
Jujuy,San Pedro,Fundacion de La Esperanza,Cívico / Histórica,Público,Noviembre,3,11556,,,11.0
Jujuy,Santa Barbara,Aniversario del pueblo de Vinalito,Cívico / Histórica,Público,Noviembre,3,11556,,,11.0
Jujuy,Santa Catalina,Fiesta Patronal en Honor a Santa Catalina,Religiosa / de Culto,,Noviembre,3,1000,,,11.0
Jujuy,Susques,Aniversario del pueblo de Catua,Cívico / Histórica,Público,Noviembre,3,11556,,,11.0
Jujuy,Valle Grande,Dia de la Tradicion,Tradicionales,,Noviembre,3,11556,,,11.0
Jujuy,Yavi,Aniversario del pueblo de Yavi,Cívico / Histórica,Público,Noviembre,3,5100,,,11.0
Jujuy,Dr. Manuel Belgrano,Peregrinacion al Santuario de la Virgen del Rosario Rio Blanco y Paipaya,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Humahuaca,TANTANAKUY INFANTIL Y JUVENIL - 40 AÑOS DE IDENTIDAD CULTURAL,Pueblos Indígenas/Originarios,Privado,Octubre,3,4,Gratuita,2022,10.0
Jujuy,Humahuaca,Fiesta en Honor a la Virgen de Fatima,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Rinconada,Aniversario del pueblo de Rinconada,Cívico / Histórica,Público,Octubre,3,11556,,,10.0
Jujuy,San Pedro,Fiesta Patronal en Honor a la Virgen del Rosario de Rio Blanco y Paipaya,Religiosa / de Culto,,Octubre,3,7800,,,10.0
Jujuy,San Pedro,Festival Dia de las Madres,Gastronómica,Privado,Octubre,3,5000,Gratuita,2022,10.0
Jujuy,Susques,Fiesta Patronal Virgen del Rosario,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Tilcara,Fiesta Patronal Honor a San Francisco de Asis,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Valle Grande,Fiesta Patronal de San lucas,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Valle Grande,Fiesta Patronal en Honor a San Francisco de Asis,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Yavi,Manca Fiesta,Pueblos Indígenas/Originarios,,Octubre,3,11556,,,10.0
Jujuy,Yavi,Fiesta en Honor a San Francisco,Religiosa / de Culto,,Octubre,3,11556,,,10.0
Jujuy,Cochinoca,Encuentro de la Copla y el Contrapunto,Folclórico,,Febrero,3,11556,,,
Jujuy,Cochinoca,San Juan Bautista,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Cochinoca,San Antonio de Padua,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,El Carmen,Patronal San Juan Bautista,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,El Carmen,Fiesta de la Música en Perico,Artística,Privado,Febrero,3,20000,,2020,
Jujuy,Dr. Manuel Belgrano,Día Grande de Jujuy,Cívico / Histórica,,Febrero,3,11556,,,
Jujuy,Dr. Manuel Belgrano,Festival La Revuelta del Todo. ,Artística,Privado,Febrero,3,1100,,2020,
Jujuy,Dr. Manuel Belgrano,Fundación de San Salvador de Jujuy,Cívico / Histórica,,Febrero,3,11556,,,
Jujuy,Dr. Manuel Belgrano,Peregrinación Al Cristo de la Hermandad,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Dr. Manuel Belgrano,Peregrinación Al Santuario de la Virgen de Rio Blanco y Paypaya,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Dr. Manuel Belgrano,Pesebre y Misachicos,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Humahuaca,Encuentro de la Mujer Andina,Folclórico,,Febrero,3,11556,,,
Jujuy,Humahuaca,Alborozo Humahuaqueno,Expresiones del carnaval,,Febrero,3,2750,,2023,
Jujuy,Humahuaca,Ceremonia Comunitaria a la Pachamama,Expresiones del carnaval,,Febrero,3,2750,,,
Jujuy,Humahuaca,Día de todos los Santos,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Humahuaca,"Encuentro Nacional de Coplas ""Pueblos Y Tonadas""",,Público,Febrero,3,11556,,2021,
Jujuy,Humahuaca,Festival de la Caja y la Copla,Folclórico,,Febrero,3,11556,,,
Jujuy,Humahuaca,Festival del Carnavalito,Expresiones del carnaval,,Febrero,3,2750,,,
Jujuy,Humahuaca,Festival del Churqui y el Cardón,Folclórico,,Febrero,3,11556,,,
Jujuy,Humahuaca,Fiesta del Queso y la Cabra,Folclórico,,Febrero,3,11556,,,
Jujuy,Humahuaca,Mosoq Karpay: Encuentro Cultural Indígena Chakana Raymi,Pueblos Indígenas/Originarios,Privado,Febrero,3,4,,2020,
Jujuy,Humahuaca,Primer Festival Raiz de la Quebrada,Artística,Privado,Febrero,3,11556,,2021,
Jujuy,Humahuaca,Salutación y Bajada de la Virgen de la Candelaria,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Humahuaca,Tradicional Baile del Torito,Religiosa / de Culto,,Febrero,3,11556,,2022,
Jujuy,Humahuaca,Patronal Día de la Cruz,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Ledesma,Patronales en Honor a la Virgen de Fátima,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Palpala,Patronal de San Judas Tadeo,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Palpala,"Senti Palpala, Fundacion De La Ciudad",Cívico / Histórica,Público,Febrero,3,11556,,2020,
Jujuy,Rinconada,Festival del Cordero,Productiva,,Febrero,3,11556,,,
Jujuy,San Antonio,FESTIVA DESTREZAS GAUCHAS,Tradicionales,Privado,Febrero,3,11556,Gratuita,2022,
Jujuy,San Pedro,Carnaval de las Yungas,Expresiones del carnaval,,Febrero,3,11556,,,
Jujuy,Santa Barbara,Festival del Pin Pin,Expresiones del carnaval,,Febrero,3,1000,,,
Jujuy,Santa Catalina,Jornada del Sol y la Luna,Artística,,Febrero,3,1000,,,
Jujuy,Tilcara,Festival en Honor a la Pachamama,Pueblos Indígenas/Originarios,Privado,Febrero,3,11556,,2021,
Jujuy,Tilcara,Encuentro de Artesanos y Bastoneros,Folclórico,,Febrero,3,11556,,,
Jujuy,Tilcara,Festival en Honor a la Pachamama,Pueblos Indígenas/Originarios,,Febrero,3,11556,,,
Jujuy,Tilcara,Fiesta Cívica Día de la Bandera,Cívico / Histórica,,Febrero,3,11556,,,
Jujuy,Tilcara,Fiesta del Sol Inti Raymi,Pueblos Indígenas/Originarios,,Febrero,3,11556,,,
Jujuy,Tilcara,Patronal a la Inmaculada Concepcion,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,Carnaval de Flores,Expresiones del carnaval,,Febrero,3,11556,,,
Jujuy,Tilcara,Elección Reina Estudiantil Flor de la Quebrada,Otra,,Febrero,3,11556,,,
Jujuy,Tilcara,Festival de Doma y Folklore,Tradicionales,,Febrero,3,11556,,,
Jujuy,Tilcara,Bajada a Tilcara de la Virgen del Rosario de Sixilera y la Virgen del Valle,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,Carnaval,Expresiones del carnaval,,Febrero,3,11556,,,
Jujuy,Tilcara,Domingo de Pascuas,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,Elección de la Reina de la Quebrada y la Puna,Otra,,Febrero,3,11556,,,
Jujuy,Tilcara,Fiesta Cívica del 25 de Mayo,Cívico / Histórica,,Febrero,3,11556,,,
Jujuy,Tilcara,Fiesta de San Juan Apóstol,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,Peregrinación a Punta Corral,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,San Santiago,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tilcara,SEMANA DE LA MEMORIA TILCARA 2021 - FESTIVAL ARTISTICO POR LA MEMORIA,Artística,Privado,Febrero,3,11556,,2020,
Jujuy,Tumbaya,Encuentro Provincial de Productores de Yacón,Productiva,,Febrero,3,11556,,,
Jujuy,Tumbaya,Patronal de Santa Barbara,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tumbaya,Días de las Almas y Santos Difuntos,Religiosa / de Culto,,Febrero,3,11556,,,
Jujuy,Tumbaya,Patronal de San Isidro -Tunalito,Religiosa / de Culto,,Febrero,3,11556,,,
